"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Åland Islands","2018","Total","Both Sexes","MARIEHAMN","City proper","Estimate - de jure","Final figure, complete","2019","11709","1"
"Åland Islands","2018","Total","Male","MARIEHAMN","City proper","Estimate - de jure","Final figure, complete","2019","5620.5","1"
"Åland Islands","2018","Total","Female","MARIEHAMN","City proper","Estimate - de jure","Final figure, complete","2019","6088.5","1"
"Åland Islands","2017","Total","Both Sexes","MARIEHAMN","City proper","Estimate - de jure","Final figure, complete","2018","11621","1"
"Åland Islands","2017","Total","Male","MARIEHAMN","City proper","Estimate - de jure","Final figure, complete","2018","5583","1"
"Åland Islands","2017","Total","Female","MARIEHAMN","City proper","Estimate - de jure","Final figure, complete","2018","6038","1"
"Åland Islands","2016","Total","Both Sexes","MARIEHAMN","City proper","Estimate - de jure","Final figure, complete","2017","11513","1"
"Åland Islands","2016","Total","Male","MARIEHAMN","City proper","Estimate - de jure","Final figure, complete","2017","5538","1"
"Åland Islands","2016","Total","Female","MARIEHAMN","City proper","Estimate - de jure","Final figure, complete","2017","5975","1"
"Åland Islands","2015","Total","Both Sexes","MARIEHAMN","City proper","Estimate - de jure","Final figure, complete","2016","11471","1"
"Åland Islands","2015","Total","Male","MARIEHAMN","City proper","Estimate - de jure","Final figure, complete","2016","5521","1"
"Åland Islands","2015","Total","Female","MARIEHAMN","City proper","Estimate - de jure","Final figure, complete","2016","5950","1"
"Åland Islands","2014","Total","Both Sexes","MARIEHAMN","City proper","Estimate - de jure","Final figure, complete","2015","11437","1"
"Åland Islands","2014","Total","Male","MARIEHAMN","City proper","Estimate - de jure","Final figure, complete","2015","5490","1"
"Åland Islands","2014","Total","Female","MARIEHAMN","City proper","Estimate - de jure","Final figure, complete","2015","5947","1"
"Åland Islands","2013","Total","Both Sexes","MARIEHAMN","City proper","Estimate - de jure","Final figure, complete","2014","11370","1"
"Åland Islands","2013","Total","Male","MARIEHAMN","City proper","Estimate - de jure","Final figure, complete","2014","5445","1"
"Åland Islands","2013","Total","Female","MARIEHAMN","City proper","Estimate - de jure","Final figure, complete","2014","5925","1"
"Åland Islands","2012","Total","Both Sexes","MARIEHAMN","City proper","Estimate - de jure","Final figure, complete","2013","11304.5","1"
"Åland Islands","2012","Total","Male","MARIEHAMN","City proper","Estimate - de jure","Final figure, complete","2013","5408","1"
"Åland Islands","2012","Total","Female","MARIEHAMN","City proper","Estimate - de jure","Final figure, complete","2013","5896.5","1"
"Åland Islands","2011","Total","Both Sexes","MARIEHAMN","City proper","Estimate - de jure","Final figure, complete","2012","11226.5","1"
"Åland Islands","2011","Total","Male","MARIEHAMN","City proper","Estimate - de jure","Final figure, complete","2012","5363.5","1"
"Åland Islands","2011","Total","Female","MARIEHAMN","City proper","Estimate - de jure","Final figure, complete","2012","5863","1"
"Åland Islands","2010","Total","Both Sexes","MARIEHAMN","City proper","Estimate - de jure","Final figure, complete","2011","11156.5","1"
"Åland Islands","2010","Total","Male","MARIEHAMN","City proper","Estimate - de jure","Final figure, complete","2011","5327","1"
"Åland Islands","2010","Total","Female","MARIEHAMN","City proper","Estimate - de jure","Final figure, complete","2011","5829.5","1"
"Åland Islands","2009","Total","Both Sexes","MARIEHAMN","City proper","Estimate - de jure","Final figure, complete","2009","11064","1"
"Åland Islands","2009","Total","Male","MARIEHAMN","City proper","Estimate - de jure","Final figure, complete","2009","5264","1"
"Åland Islands","2009","Total","Female","MARIEHAMN","City proper","Estimate - de jure","Final figure, complete","2009","5800","1"
"Åland Islands","2008","Total","Both Sexes","MARIEHAMN","City proper","Estimate - de jure","Final figure, complete","2009","10954","1"
"Åland Islands","2008","Total","Male","MARIEHAMN","City proper","Estimate - de jure","Final figure, complete","2009","5189","1"
"Åland Islands","2008","Total","Female","MARIEHAMN","City proper","Estimate - de jure","Final figure, complete","2009","5765","1"
"Åland Islands","2007","Total","Both Sexes","MARIEHAMN","City proper","Estimate - de jure","Final figure, complete","2007","10863","1"
"Åland Islands","2007","Total","Male","MARIEHAMN","City proper","Estimate - de jure","Final figure, complete","2007","5151","1"
"Åland Islands","2007","Total","Female","MARIEHAMN","City proper","Estimate - de jure","Final figure, complete","2007","5712","1"
"Åland Islands","2000","Total","Both Sexes","MARIEHAMN","City proper","Census - de jure - complete tabulation","Final figure, complete","2009","10488","2"
"Åland Islands","2000","Total","Male","MARIEHAMN","City proper","Census - de jure - complete tabulation","Final figure, complete","2009","4943","2"
"Åland Islands","2000","Total","Female","MARIEHAMN","City proper","Census - de jure - complete tabulation","Final figure, complete","2009","5545","2"
"Albania","2011","Total","Both Sexes","Durrës","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","113249",""
"Albania","2011","Total","Both Sexes","TIRANA","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","418495",""
"Albania","2011","Total","Male","Durrës","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","56511",""
"Albania","2011","Total","Male","TIRANA","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","203239",""
"Albania","2011","Total","Female","Durrës","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","56738",""
"Albania","2011","Total","Female","TIRANA","City proper","Census - de jure - complete tabulation","Final figure, complete","2013","215256",""
"Albania","2003","Total","Both Sexes","TIRANA","City proper","Estimate - de facto","Final figure, complete","2004","392863",""
"Albania","2003","Total","Male","TIRANA","City proper","Estimate - de facto","Final figure, complete","2004","194006",""
"Albania","2003","Total","Female","TIRANA","City proper","Estimate - de facto","Final figure, complete","2004","198857",""
"Algeria","2008","Total","Both Sexes","Adrar","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","200834",""
"Algeria","2008","Total","Both Sexes","Ain Defla","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","450280",""
"Algeria","2008","Total","Both Sexes","Ain Temouchent","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","299341",""
"Algeria","2008","Total","Both Sexes","Annaba","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","442230",""
"Algeria","2008","Total","Both Sexes","Batna","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","768444",""
"Algeria","2008","Total","Both Sexes","Béchar","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","236213",""
"Algeria","2008","Total","Both Sexes","Bejaïa","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","559981",""
"Algeria","2008","Total","Both Sexes","Beskra (Biskra)","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","563245",""
"Algeria","2008","Total","Both Sexes","Bordj Bou Arreridj","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","422986",""
"Algeria","2008","Total","Both Sexes","Bouira","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","372196",""
"Algeria","2008","Total","Both Sexes","Boumerdes","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","459250",""
"Algeria","2008","Total","Both Sexes","Chlef","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","521070",""
"Algeria","2008","Total","Both Sexes","El Bayadh","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","192958",""
"Algeria","2008","Total","Both Sexes","El Boulaïda (Blida)","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","719515",""
"Algeria","2008","Total","Both Sexes","ALGIERS (EL DJAZAIR)","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","2712944",""
"Algeria","2008","Total","Both Sexes","El Djelfa","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","825411",""
"Algeria","2008","Total","Both Sexes","El Oued","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","495573",""
"Algeria","2008","Total","Both Sexes","El Tarf","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","230157",""
"Algeria","2008","Total","Both Sexes","Ghardaïa","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","355701",""
"Algeria","2008","Total","Both Sexes","Ghilizane (Relizane)","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","432386",""
"Algeria","2008","Total","Both Sexes","Guelma","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","363716",""
"Algeria","2008","Total","Both Sexes","Jijel","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","391096",""
"Algeria","2008","Total","Both Sexes","Khenchela","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","288849",""
"Algeria","2008","Total","Both Sexes","Laghouat","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","371204",""
"Algeria","2008","Total","Both Sexes","Lemdiyya (Médéa)","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","519383",""
"Algeria","2008","Total","Both Sexes","Mestghanem (Mostaganem)","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","338143",""
"Algeria","2008","Total","Both Sexes","Mila","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","440735",""
"Algeria","2008","Total","Both Sexes","Mouaskar (Mascara)","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","513432",""
"Algeria","2008","Total","Both Sexes","M'Sila","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","666848",""
"Algeria","2008","Total","Both Sexes","Naama","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","160381",""
"Algeria","2008","Total","Both Sexes","Oum El Bouaghi","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","467997",""
"Algeria","2008","Total","Both Sexes","Qacentina (Constantine)","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","717646",""
"Algeria","2008","Total","Both Sexes","Saïda","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","248939",""
"Algeria","2008","Total","Both Sexes","Sidi-bel-Abbès","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","517836",""
"Algeria","2008","Total","Both Sexes","Skikda","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","543402",""
"Algeria","2008","Total","Both Sexes","Souq Ahras","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","308319",""
"Algeria","2008","Total","Both Sexes","Stif (Sétif)","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","856457",""
"Algeria","2008","Total","Both Sexes","Tamanrasset","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","136822",""
"Algeria","2008","Total","Both Sexes","Tbessa (Tébessa)","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","515786",""
"Algeria","2008","Total","Both Sexes","Tihert (Tiaret)","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","637991",""
"Algeria","2008","Total","Both Sexes","Tilimsen (Tlemcen)","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","672490",""
"Algeria","2008","Total","Both Sexes","Tipaza","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","343838",""
"Algeria","2008","Total","Both Sexes","Tissemsilt","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","193011",""
"Algeria","2008","Total","Both Sexes","Tizi Ouzou","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","585775",""
"Algeria","2008","Total","Both Sexes","Wahran (Oran)","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","1165687",""
"Algeria","2008","Total","Both Sexes","Wargla (Ouargla)","City proper","Census - de jure - complete tabulation","Final figure, complete","2016","473543",""
"Algeria","1998","Total","Both Sexes","Annaba","City proper","Census - de jure - complete tabulation","Final figure, complete","2003","352523",""
"Algeria","1998","Total","Both Sexes","Batna","City proper","Census - de jure - complete tabulation","Final figure, complete","2003","246800",""
"Algeria","1998","Total","Both Sexes","Béchar","City proper","Census - de jure - complete tabulation","Final figure, complete","2003","134523",""
"Algeria","1998","Total","Both Sexes","Bejaïa","City proper","Census - de jure - complete tabulation","Final figure, complete","2003","144405",""
"Algeria","1998","Total","Both Sexes","Beskra (Biskra)","City proper","Census - de jure - complete tabulation","Final figure, complete","2003","177060",""
"Algeria","1998","Total","Both Sexes","Bordj Bou Arreridj","City proper","Census - de jure - complete tabulation","Final figure, complete","2003","129004",""
"Algeria","1998","Total","Both Sexes","Bordj el Kiffan","City proper","Census - de jure - complete tabulation","Final figure, complete","2003","103690",""
"Algeria","1998","Total","Both Sexes","Ech Cheliff (El Asnam)","City proper","Census - de jure - complete tabulation","Final figure, complete","2003","174314",""
"Algeria","1998","Total","Both Sexes","El Boulaïda (Blida)","City proper","Census - de jure - complete tabulation","Final figure, complete","2003","229788",""
"Algeria","1998","Total","Both Sexes","ALGIERS (EL DJAZAIR)","City proper","Census - de jure - complete tabulation","Final figure, complete","2003","1569897",""
"Algeria","1998","Total","Both Sexes","El Djelfa","City proper","Census - de jure - complete tabulation","Final figure, complete","2003","158679",""
"Algeria","1998","Total","Both Sexes","El Eulma","City proper","Census - de jure - complete tabulation","Final figure, complete","2003","104758",""
"Algeria","1998","Total","Both Sexes","El Wad","City proper","Census - de jure - complete tabulation","Final figure, complete","2003","105151",""
"Algeria","1998","Total","Both Sexes","Ghardaïa","City proper","Census - de jure - complete tabulation","Final figure, complete","2003","127959",""
"Algeria","1998","Total","Both Sexes","Ghilizane (Relizane)","City proper","Census - de jure - complete tabulation","Final figure, complete","2003","104644",""
"Algeria","1998","Total","Both Sexes","Guelma","City proper","Census - de jure - complete tabulation","Final figure, complete","2003","108682",""
"Algeria","1998","Total","Both Sexes","Jijel","City proper","Census - de jure - complete tabulation","Final figure, complete","2003","106306",""
"Algeria","1998","Total","Both Sexes","Lemdiyya (Médéa)","City proper","Census - de jure - complete tabulation","Final figure, complete","2003","128427",""
"Algeria","1998","Total","Both Sexes","Mestghanem (Mostaganem)","City proper","Census - de jure - complete tabulation","Final figure, complete","2003","125911",""
"Algeria","1998","Total","Both Sexes","M'Sila","City proper","Census - de jure - complete tabulation","Final figure, complete","2003","102151",""
"Algeria","1998","Total","Both Sexes","Qacentina (Constantine)","City proper","Census - de jure - complete tabulation","Final figure, complete","2003","465021",""
"Algeria","1998","Total","Both Sexes","Saïda","City proper","Census - de jure - complete tabulation","Final figure, complete","2003","113533",""
"Algeria","1998","Total","Both Sexes","Sidi-bel-Abbès","City proper","Census - de jure - complete tabulation","Final figure, complete","2003","183931",""
"Algeria","1998","Total","Both Sexes","Skikda","City proper","Census - de jure - complete tabulation","Final figure, complete","2003","153531",""
"Algeria","1998","Total","Both Sexes","Souq Ahras","City proper","Census - de jure - complete tabulation","Final figure, complete","2003","114512",""
"Algeria","1998","Total","Both Sexes","Stif (Sétif)","City proper","Census - de jure - complete tabulation","Final figure, complete","2003","214842",""
"Algeria","1998","Total","Both Sexes","Tbessa (Tébessa)","City proper","Census - de jure - complete tabulation","Final figure, complete","2003","154335",""
"Algeria","1998","Total","Both Sexes","Tihert (Tiaret)","City proper","Census - de jure - complete tabulation","Final figure, complete","2003","148850",""
"Algeria","1998","Total","Both Sexes","Tilimsen (Tlemcen)","City proper","Census - de jure - complete tabulation","Final figure, complete","2003","156258",""
"Algeria","1998","Total","Both Sexes","Touggourt","City proper","Census - de jure - complete tabulation","Final figure, complete","2003","114183",""
"Algeria","1998","Total","Both Sexes","Wahran (Oran)","City proper","Census - de jure - complete tabulation","Final figure, complete","2003","705335",""
"Algeria","1998","Total","Both Sexes","Wargla (Ouargla)","City proper","Census - de jure - complete tabulation","Final figure, complete","2003","139381",""
"American Samoa","2010","Total","Both Sexes","PAGO PAGO","City proper","Census - de jure - complete tabulation","Final figure, complete","2014","3656","3"
"American Samoa","2000","Total","Both Sexes","PAGO PAGO","City proper","Census - de jure - complete tabulation","Final figure, complete","2005","4278","3"
"American Samoa","2000","Total","Male","PAGO PAGO","City proper","Census - de jure - complete tabulation","Final figure, complete","2005","2086","3"
"American Samoa","2000","Total","Female","PAGO PAGO","City proper","Census - de jure - complete tabulation","Final figure, complete","2005","2192","3"
"Andorra","2011","Total","Both Sexes","ANDORRA LA VELLA","Urban agglomeration","Estimate - de jure","Final figure, complete","2011","22205","1"
"Andorra","2011","Total","Male","ANDORRA LA VELLA","Urban agglomeration","Estimate - de jure","Final figure, complete","2011","11056","1"
"Andorra","2011","Total","Female","ANDORRA LA VELLA","Urban agglomeration","Estimate - de jure","Final figure, complete","2011","11149","1"
"Andorra","2010","Total","Both Sexes","ANDORRA LA VELLA","Urban agglomeration","Estimate - de jure","Final figure, complete","2010","23505","1"
"Andorra","2010","Total","Male","ANDORRA LA VELLA","Urban agglomeration","Estimate - de jure","Final figure, complete","2010","11750","1"
"Andorra","2010","Total","Female","ANDORRA LA VELLA","Urban agglomeration","Estimate - de jure","Final figure, complete","2010","11755","1"
"Andorra","2009","Total","Both Sexes","ANDORRA LA VELLA","Urban agglomeration","Estimate - de jure","Final figure, complete","2009","24779","1"
"Andorra","2009","Total","Male","ANDORRA LA VELLA","Urban agglomeration","Estimate - de jure","Final figure, complete","2009","12539","1"
"Andorra","2009","Total","Female","ANDORRA LA VELLA","Urban agglomeration","Estimate - de jure","Final figure, complete","2009","12240","1"
"Andorra","2008","Total","Both Sexes","ANDORRA LA VELLA","Urban agglomeration","Estimate - de jure","Final figure, complete","2008","24632","1"
"Andorra","2008","Total","Male","ANDORRA LA VELLA","Urban agglomeration","Estimate - de jure","Final figure, complete","2008","12437","1"
"Andorra","2008","Total","Female","ANDORRA LA VELLA","Urban agglomeration","Estimate - de jure","Final figure, complete","2008","12195","1"
"Andorra","2007","Total","Both Sexes","ANDORRA LA VELLA","Urban agglomeration","Estimate - de jure","Final figure, complete","2007","24574","1"
"Andorra","2007","Total","Male","ANDORRA LA VELLA","Urban agglomeration","Estimate - de jure","Final figure, complete","2007","12426","1"
"Andorra","2007","Total","Female","ANDORRA LA VELLA","Urban agglomeration","Estimate - de jure","Final figure, complete","2007","12148","1"
"Andorra","2006","Total","Both Sexes","ANDORRA LA VELLA","Urban agglomeration","Estimate - de jure","Final figure, complete","2007","24211","1"
"Andorra","2006","Total","Male","ANDORRA LA VELLA","Urban agglomeration","Estimate - de jure","Final figure, complete","2007","12267","1"
"Andorra","2006","Total","Female","ANDORRA LA VELLA","Urban agglomeration","Estimate - de jure","Final figure, complete","2007","11944","1"
"Andorra","2005","Total","Both Sexes","ANDORRA LA VELLA","Urban agglomeration","Estimate - de jure","Final figure, complete","2007","23587","1"
"Andorra","2005","Total","Male","ANDORRA LA VELLA","Urban agglomeration","Estimate - de jure","Final figure, complete","2007","11869","1"
"Andorra","2005","Total","Female","ANDORRA LA VELLA","Urban agglomeration","Estimate - de jure","Final figure, complete","2007","11718","1"
"Andorra","2003","Total","Both Sexes","ANDORRA LA VELLA","Urban agglomeration","Estimate - de jure","Final figure, complete","2004","21245","1"
"Andorra","2003","Total","Male","ANDORRA LA VELLA","Urban agglomeration","Estimate - de jure","Final figure, complete","2004","10702","1"
"Andorra","2003","Total","Female","ANDORRA LA VELLA","Urban agglomeration","Estimate - de jure","Final figure, complete","2004","10543","1"
"Anguilla","2011","Total","Both Sexes","THE VALLEY","City proper","Census - de facto - complete tabulation","Final figure, complete","2016","2812",""
"Anguilla","2001","Total","Both Sexes","THE VALLEY","City proper","Estimate - de facto","Final figure, complete","2003","4904",""
"Antigua and Barbuda","1991","Total","Both Sexes","ST. JOHN","City proper","Census - de facto - complete tabulation","Final figure, complete","1991","22342",""
"Argentina","2019","Total","Both Sexes","Bahía Blanca-Cerri","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","312806.434651959","4"
"Argentina","2019","Total","Both Sexes","BUENOS AIRES","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","15263440.8939052","4"
"Argentina","2019","Total","Both Sexes","Catamarca","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","220519.360623636","4"
"Argentina","2019","Total","Both Sexes","Comodoro Rivadavia-Rada Tilly","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","231781.427209091","4"
"Argentina","2019","Total","Both Sexes","Concordia","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","159773.018024716","4"
"Argentina","2019","Total","Both Sexes","Córdoba","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","1554060.03966592","4"
"Argentina","2019","Total","Both Sexes","Corrientes","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","376981.417563159","4"
"Argentina","2019","Total","Both Sexes","Formosa","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","250125.41629732","4"
"Argentina","2019","Total","Both Sexes","La Plata","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","885066.472814378","4"
"Argentina","2019","Total","Both Sexes","La Rioja","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","218459.020970998","4"
"Argentina","2019","Total","Both Sexes","San Luis - El Chorrillo","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","232420.193524789","4"
"Argentina","2019","Total","Both Sexes","Mar del Plata-Batán","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","639027.757969364","4"
"Argentina","2019","Total","Both Sexes","Mendoza","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","1017327.40450959","4"
"Argentina","2019","Total","Both Sexes","Neuquén-Plottier","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","303765.85582113","4"
"Argentina","2019","Total","Both Sexes","Paraná","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","278963.191369067","4"
"Argentina","2019","Total","Both Sexes","Posadas","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","367367.916400629","4"
"Argentina","2019","Total","Both Sexes","Rawson-Trelew-Playa Unión","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","144087.378820216","4"
"Argentina","2019","Total","Both Sexes","Resistencia","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","411509.871823949","4"
"Argentina","2019","Total","Both Sexes","Río Cuarto","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","176183.225763093","4"
"Argentina","2019","Total","Both Sexes","Rio Gallegos","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","120016.632536704","4"
"Argentina","2019","Total","Both Sexes","Rosario","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","1313576.05730145","4"
"Argentina","2019","Total","Both Sexes","Salta","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","628798.00686486","4"
"Argentina","2019","Total","Both Sexes","San Juan","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","531124.459795535","4"
"Argentina","2019","Total","Both Sexes","San Nicolás-Villa Constitución","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","193185.737554786","4"
"Argentina","2019","Total","Both Sexes","San Salvador de Jujuy-Palpalá","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","343607.497285361","4"
"Argentina","2019","Total","Both Sexes","Santa Fé","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","529938.524938365","4"
"Argentina","2019","Total","Both Sexes","Santa Rosa-Toay","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","126447.494170958","4"
"Argentina","2019","Total","Both Sexes","Santiago del Estero-La Banda","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","398836.120662019","4"
"Argentina","2019","Total","Both Sexes","Tucumán-Tafí Viejo","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","894752.545122747","4"
"Argentina","2019","Total","Both Sexes","Ushuaia-Río Grande","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","161213.779381657","4"
"Argentina","2019","Total","Male","Bahía Blanca-Cerri","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","150630.6808013","4"
"Argentina","2019","Total","Male","BUENOS AIRES","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","7439127.00263999","4"
"Argentina","2019","Total","Male","Catamarca","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","107150.529244094","4"
"Argentina","2019","Total","Male","Comodoro Rivadavia-Rada Tilly","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","118684.235277637","4"
"Argentina","2019","Total","Male","Concordia","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","77783.8878727899","4"
"Argentina","2019","Total","Male","Córdoba","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","746318.631941468","4"
"Argentina","2019","Total","Male","Corrientes","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","180302.079350353","4"
"Argentina","2019","Total","Male","Formosa","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","120114.042245993","4"
"Argentina","2019","Total","Male","La Plata","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","430827.418561559","4"
"Argentina","2019","Total","Male","La Rioja","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","107511.499208547","4"
"Argentina","2019","Total","Male","San Luis - El Chorrillo","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","113911.809653711","4"
"Argentina","2019","Total","Male","Mar del Plata-Batán","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","307341.07409683","4"
"Argentina","2019","Total","Male","Mendoza","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","492806.428766898","4"
"Argentina","2019","Total","Male","Neuquén-Plottier","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","149247.762627676","4"
"Argentina","2019","Total","Male","Paraná","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","133376.328177824","4"
"Argentina","2019","Total","Male","Posadas","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","176379.078454329","4"
"Argentina","2019","Total","Male","Rawson-Trelew-Playa Unión","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","70249.2153834418","4"
"Argentina","2019","Total","Male","Resistencia","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","197743.068658021","4"
"Argentina","2019","Total","Male","Río Cuarto","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","84532.568064099","4"
"Argentina","2019","Total","Male","Rio Gallegos","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","60829.3654284896","4"
"Argentina","2019","Total","Male","Rosario","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","633618.043944018","4"
"Argentina","2019","Total","Male","Salta","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","302866.240259795","4"
"Argentina","2019","Total","Male","San Juan","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","256821.201619017","4"
"Argentina","2019","Total","Male","San Nicolás-Villa Constitución","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","94337.3279361875","4"
"Argentina","2019","Total","Male","San Salvador de Jujuy-Palpalá","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","165546.316486617","4"
"Argentina","2019","Total","Male","Santa Fé","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","254458.308676164","4"
"Argentina","2019","Total","Male","Santa Rosa-Toay","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","61087.0403288777","4"
"Argentina","2019","Total","Male","Santiago del Estero-La Banda","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","191873.153280625","4"
"Argentina","2019","Total","Male","Tucumán-Tafí Viejo","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","431200.995010157","4"
"Argentina","2019","Total","Male","Ushuaia-Río Grande","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","83558.5388175984","4"
"Argentina","2019","Total","Female","Bahía Blanca-Cerri","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","162175.753850659","4"
"Argentina","2019","Total","Female","BUENOS AIRES","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","7824313.89126524","4"
"Argentina","2019","Total","Female","Catamarca","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","113368.831379542","4"
"Argentina","2019","Total","Female","Comodoro Rivadavia-Rada Tilly","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","113097.191931454","4"
"Argentina","2019","Total","Female","Concordia","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","81989.1301519259","4"
"Argentina","2019","Total","Female","Córdoba","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","807741.407724457","4"
"Argentina","2019","Total","Female","Corrientes","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","196679.338212806","4"
